-2.330,5.030,2.272,-2.399,1.384,0.687,-0.868,1.604,0.491,-1.211
5.216,2.284,0.372,-0.715,-0.358,-0.088,0.020,0.946,0.503,-0.692
3.901,0.931,0.215,-0.723,-1.154,1.939,0.074,-0.283,-0.472,-1.050
1.565,0.525,-1.625,-0.074,-1.193,-0.551,0.136,0.603,0.219,-0.064
5.073,2.478,-1.067,-0.862,-1.113,1.225,0.148,0.013,-0.303,-1.591
-3.062,0.934,2.914,0.485,0.403,0.572,1.918,1.012,-0.705,-0.043
3.322,2.716,-1.387,0.585,-0.774,1.367,0.411,0.749,0.016,-0.696
2.682,0.190,-1.502,-0.687,-1.030,0.496,0.165,-0.289,0.360,0.143
3.854,-0.935,-0.662,-0.885,-1.409,-0.252,0.753,0.081,-0.136,-0.383
2.850,2.172,2.401,-0.367,0.871,1.448,0.670,0.260,-0.717,-0.484
1.879,3.868,-0.348,-0.328,-0.689,0.494,0.360,1.147,0.349,-0.066
3.819,-1.415,0.359,0.031,-2.241,0.147,-0.456,-0.082,-0.883,0.202
1.866,0.968,-1.135,-0.629,-1.705,0.078,-0.398,-0.660,0.485,0.164
-3.443,0.566,1.134,0.432,-0.877,-1.064,1.843,0.706,0.503,-0.021
4.936,-0.838,-0.975,-0.133,-0.577,0.484,0.251,0.939,0.077,0.246
-3.102,-0.380,3.250,1.079,-0.782,-0.053,2.322,0.796,-0.719,-0.759
-2.455,3.281,-1.618,-0.079,-0.486,-0.758,-0.555,0.991,-0.375,-0.415
1.724,-2.009,1.247,3.012,-0.415,0.682,-0.114,-0.227,-0.443,-0.033
4.693,-1.468,1.981,-0.703,-0.198,-0.124,0.032,0.880,-1.029,-0.869
5.443,-1.229,-0.708,0.617,-0.754,-0.283,0.530,1.013,-0.251,-0.185
-2.977,1.970,1.486,-0.100,0.752,-1.054,-0.270,0.222,-0.945,-0.598
3.916,0.913,0.726,0.292,-0.325,-0.575,0.783,0.881,-0.099,-0.402
5.945,-1.000,-0.767,1.190,-0.453,0.487,0.910,0.153,-0.832,-0.143
3.689,-0.054,-0.491,1.068,-0.256,-0.128,0.120,0.758,0.061,0.114
-5.169,0.502,1.486,1.172,-0.326,-1.484,0.452,1.483,-0.612,-0.804
-0.830,1.245,-0.092,1.432,-1.181,-0.236,-0.075,-0.569,0.404,0.518
1.755,-0.672,-1.112,0.564,-0.822,0.656,0.223,1.018,0.707,0.176
-2.126,0.285,-1.554,0.610,-0.127,0.364,-0.239,-0.339,-0.212,-0.180
-4.160,-1.352,0.194,1.301,1.440,0.648,-1.131,0.032,0.482,0.635
-2.831,-1.118,-0.858,-0.139,0.043,-0.295,-0.116,-0.381,-0.593,0.405
4.718,0.514,-1.311,0.809,-0.835,0.163,0.759,0.922,0.160,0.185
-4.250,-0.411,3.295,1.540,0.111,-0.258,-0.209,0.603,-0.357,-0.491
-2.601,4.003,-0.080,-3.204,0.441,-1.471,-1.483,0.522,0.845,-0.230
-0.825,0.080,-0.665,0.868,-0.093,0.091,-0.111,0.094,-1.005,0.431
-3.934,2.055,0.312,0.303,-0.539,-1.707,-0.383,1.242,0.049,0.003
3.222,-0.961,-2.039,-0.842,-0.523,0.839,0.074,0.959,0.765,-0.005
-1.395,1.774,-0.625,-2.177,0.417,-1.672,-1.218,1.207,0.806,-1.481
-0.953,0.174,-0.477,0.625,-0.366,-0.347,-0.681,-0.557,-0.023,0.105
-4.028,0.096,-0.728,0.386,0.474,-0.700,-0.285,-0.466,-0.077,-0.062
-0.234,-1.038,0.960,0.672,-0.364,-0.491,0.786,0.111,-0.184,-0.164
0.220,0.148,-0.296,0.532,0.087,-0.422,0.804,0.035,0.341,0.113
5.203,-0.909,1.461,-1.554,0.845,-0.286,-0.932,0.468,-0.341,0.266
-4.930,0.630,1.226,-0.952,-0.504,-2.302,-0.438,0.617,-0.159,-0.578
1.668,0.733,-0.745,1.296,-1.664,-0.037,0.213,0.340,-0.242,-0.037
-2.780,0.102,4.516,1.620,0.123,-0.167,1.091,1.107,-0.164,-0.769
3.119,1.871,-1.466,-1.558,-0.467,0.454,0.003,1.933,1.474,-0.189
-3.181,2.442,2.742,2.570,1.588,0.020,0.039,0.720,-0.592,0.017
-2.400,0.795,0.687,1.354,-0.975,-1.366,-0.549,0.098,-0.427,-0.951
3.223,-0.436,-1.110,-0.692,-1.204,0.296,-0.328,0.307,0.168,0.365
-1.300,-0.309,-0.604,-0.228,0.758,-0.510,0.466,0.868,0.313,0.233
-1.114,0.305,-0.334,1.267,0.099,-0.458,-0.668,0.810,0.042,0.503
-3.249,1.634,-1.458,1.947,-0.472,-0.487,-0.352,-0.094,-0.572,1.059
1.277,1.753,-1.319,-0.940,-0.575,-0.784,-0.281,-0.304,0.670,0.154
3.686,-0.740,-1.058,1.272,-0.836,0.526,0.402,0.063,0.218,-0.207
2.783,2.583,-0.513,1.211,-0.476,1.187,0.160,0.542,0.378,-0.471
1.475,-1.876,0.475,0.407,-0.188,0.503,-0.520,0.573,0.031,0.256
3.049,-1.452,-0.943,0.453,0.157,0.409,0.459,1.017,0.213,-0.137
5.725,-1.726,-0.175,-0.265,-0.770,-0.032,-0.359,0.716,-0.968,-0.022
3.561,-1.447,-0.540,-0.933,-1.397,-0.675,-0.135,0.966,-0.276,0.454
-1.184,-0.418,-0.898,0.900,0.078,0.218,-0.573,-0.660,-0.258,0.293
-0.347,-0.160,1.701,0.177,0.379,0.409,-0.442,-0.217,-0.828,0.673
0.562,-1.844,3.237,1.137,-0.116,-0.026,0.366,0.314,-0.898,-0.885
4.123,-0.874,-1.098,0.252,-1.225,0.412,0.230,1.142,-0.682,-0.462
-2.051,-0.478,-0.361,-0.435,-0.084,-0.537,-0.167,-0.271,-0.044,-0.295
-0.925,1.489,-1.734,0.517,-0.506,0.055,-0.299,-0.365,0.073,0.382
2.838,-0.153,-1.312,0.495,-0.630,0.455,0.669,0.331,0.158,-0.552
2.794,-0.687,-1.207,-0.336,-0.979,0.402,-0.624,0.729,-0.199,-0.436
1.731,-1.964,1.421,-0.635,-0.553,-0.048,-0.140,0.014,-0.356,0.420
-1.788,-0.149,0.077,0.066,-0.602,-1.136,0.343,-0.531,0.423,-0.637
4.695,-1.708,-1.114,0.922,-0.605,0.596,0.894,0.822,0.427,0.142
-2.567,-0.690,-1.458,-0.410,0.790,0.254,-0.087,-0.129,-0.699,-0.207
-0.456,-0.737,1.262,2.127,-0.177,-0.023,0.501,-0.356,0.123,-0.152
-1.885,0.184,-1.028,2.123,-0.037,0.451,-1.364,0.161,-0.299,0.341
-1.467,0.740,-0.309,0.007,-0.330,-1.013,-0.138,0.140,-0.334,-0.067
-1.672,0.517,-1.017,0.691,-0.450,-0.862,0.251,-0.293,-0.740,-0.295
1.928,0.188,-0.341,0.724,-0.103,0.472,0.999,0.424,0.817,-0.047
2.855,-0.464,-1.574,-1.743,-0.916,0.088,-0.377,1.232,0.584,0.593
4.315,-1.166,0.814,0.960,-0.476,0.939,-0.178,-0.188,-0.966,-0.532
2.729,0.907,0.520,0.181,-0.763,-0.244,0.429,-0.314,-0.137,-0.719
1.350,-1.511,-0.297,1.121,-0.462,-0.379,0.770,0.816,0.208,0.527
4.420,-1.607,-0.629,0.091,-0.727,-0.161,0.419,1.292,0.072,0.391
-1.692,1.981,1.355,0.990,-0.136,-0.388,-1.036,-0.009,-0.588,0.333
6.206,0.217,0.528,-1.026,0.815,-0.552,0.594,0.428,-0.592,-0.557
-0.599,0.310,-0.386,0.750,0.259,-0.406,-0.651,-0.231,0.047,0.150
-4.158,-1.836,-1.248,0.570,-0.018,1.526,-0.178,0.519,-0.077,0.297
-2.402,-0.896,-0.104,-0.767,-0.150,-1.524,-0.060,0.002,0.127,-0.127
0.504,0.336,0.129,1.133,-1.088,-0.411,1.087,-0.559,-0.786,0.073
-4.047,-1.031,-0.411,1.547,0.294,0.110,-0.382,-0.305,-0.345,-1.618
2.399,-1.621,-0.177,-0.220,-0.711,0.355,-0.137,0.644,-0.654,-0.602
1.739,-0.690,-0.625,0.665,-0.132,0.491,0.427,0.122,-0.138,-0.446
3.634,-0.034,2.109,-0.248,0.779,0.693,-0.703,0.021,-1.569,-1.077
0.185,1.564,-1.647,0.071,-1.992,-0.941,1.059,0.894,-0.050,0.044
0.800,0.728,-0.233,-0.658,-0.965,1.222,-1.580,0.725,0.777,-0.194
2.222,3.541,2.804,0.771,2.213,1.089,1.740,1.308,0.416,-0.021
-8.065,-1.123,1.177,-0.345,-0.305,-1.062,1.483,0.465,-0.410,-1.448
0.950,-0.270,0.024,-0.513,0.184,-0.102,-1.813,0.013,0.147,-0.551
0.427,0.363,-0.630,0.208,-0.621,-0.786,0.748,-0.463,-0.443,0.079
-2.367,0.735,-1.390,0.347,-0.081,-0.369,-0.448,0.238,-0.348,0.320
-2.518,-0.736,-0.100,1.608,0.661,-0.227,-0.227,-0.016,-0.086,-0.264
1.775,-0.787,-0.257,1.422,0.644,0.764,-0.374,0.542,0.161,0.278
0.308,-0.147,-0.228,0.357,-0.423,0.118,0.069,0.170,-0.304,0.236
-2.529,0.300,-0.561,-0.518,0.166,-0.975,0.099,0.020,-0.008,0.186
2.778,0.268,-0.163,-0.293,-1.059,-0.545,0.026,0.789,0.138,-0.556
-4.203,-2.269,-1.791,0.234,0.735,1.068,0.552,0.509,-0.147,-1.309
-0.762,-0.587,-0.542,0.600,0.012,0.300,-0.587,-0.454,-0.021,0.267
-3.126,-0.057,0.629,-0.019,-0.552,-1.158,-0.192,-0.393,-0.632,-0.337
3.030,-0.792,-0.965,-0.853,-1.147,-0.545,-0.372,0.570,0.240,0.801
